#TIC Period t0 Duration Depth SNR Depth_even Depth_odd Depth_half
41865879 6.8879485460922085 4.43 0.2 182461.4097807807 3747396.322687036 164466.79223304923 191458.71855464653 111301.49609052316
271596290 1.2822559389487493 0.27 0.17 78778.53187811587 3628560.5035187523 79093.69119856544 78433.44725007878 36274.8018946993
117549840 0.6660674846621167 0.5750000000000001 0.05 100593.95544373585 3594554.2363225855 100350.02599678388 100826.49921636048 104851.25233755668
31943118 0.41445961953634797 0.345 0.09 64054.19575384396 3577985.80087149 64015.162623366545 64093.32685904649 87149.26793846289
38586438 0.5556785076218443 0.04 0.05 89384.12951559205 3519417.4673378374 85229.14892204016 93510.05430079742 43679.1587490049
471013646 0.5111444399221053 0.0775 0.115 61464.50798764367 3455790.678560054 73945.10975502474 48053.2791221841 18526.535028482136
177309964 0.45336854265043564 0.335 0.2 51145.40837458909 3435287.453131192 51899.005041956654 50373.440539406816 2645.0931765313558
382069435 2.748149254297202 2.335 0.2 97562.89458754331 3366210.087489141 127054.1472714885 60004.76283907328 46796.2215865956
259864042 0.4607383685032763 0.16 0.2 49534.36980903764 3323370.796344155 49736.18649479788 49336.317423558925 -6424.985375392618
9053429 13.64971670166369 3.215 0.05 553026.2962051872 3314894.906188483 0.0 553026.2962051871 181403.60439272536
382256692 0.44722282958761667 0.15000000000000002 0.07 66782.29573673557 3284918.238684729 59480.439471479105 74562.53135414349 1627.3288602011867
294873015 0.5163304362592851 0.385 0.05 81109.50502917773 3275804.246013982 81023.69581186754 81199.19262919122 90785.44053400429
166808151 0.7397084644617716 0.25 0.2 53641.23985940069 3227864.8856027084 54036.32691296659 53264.75973143448 7110.1670052287145
5796048 0.5556819150258828 0.21500000000000002 0.2 49811.156890276136 3225812.3670821604 50123.305897446466 49517.72006635696 5272.163413910499
229147922 1.0248882140884057 0.45499999999999996 0.2 59407.6566738727 3216758.0889992295 60328.40349606393 58611.486990390935 8966.490582252776
70775324 0.5138564396616143 0.245 0.12 55662.33876313802 3215317.1812385567 55352.43822352575 55972.804814683885 79156.41370820072
471015484 0.555681916510584 0.21500000000000002 0.2 49624.17688353524 3213481.4899158413 49900.95852202824 49363.992234701276 5331.408706878277
308991822 8.213405408784544 5.8725 0.135 190518.5684182928 3174626.074052597 191584.78465560428 189959.52531008085 118291.93904724572
