#TIC Period t0 Duration Depth SNR Depth_even Depth_odd Depth_half
30313682 2.8648530929742426 0.6 0.2 115972.85835896859 4101944.6952718124 129827.02371921741 100696.64803172687 57196.925749733105
25133286 0.8913601305232932 0.275 0.2 73210.78250835408 4096330.3657005974 73085.65601737503 73321.47357510557 19580.43662878353
201249189 0.4703734364067586 0.1575 0.095 73351.19294713839 3944136.7535943803 73566.65587329974 73129.18983097545 96927.92841243985
234494090 0.9724653678754605 0.4 0.05 130980.35888686302 3910126.1716416962 124049.00026108268 137594.6907147906 64521.42626991871
55497281 14.913403447242215 3.605 0.2 246998.02988802656 3908679.1411657487 249304.7319037577 244832.1951709661 154601.8308072427
139285669 14.563338078172057 14.5 0.2 323643.7614826419 3894699.869256102 380311.3189059887 326273.1863425261 120929.32668596413
167163906 0.7574074228522993 0.37 0.2 65352.173805643586 3868794.0087346705 64627.483452529435 66115.69804111992 2119.071726950967
425064757 0.5228135423090743 0.05 0.05 95588.17106689357 3861582.376048175 95926.09417543214 95259.07293616212 105570.20389154414
355635441 0.5889600851974895 0.3175 0.065 89024.12295326986 3778639.2689155405 92008.27229627619 86007.44076311479 10095.133871558699
126637765 0.5469137778119092 0.2025 0.055 93086.15745984421 3769025.0065288697 92798.3712522901 93354.1278798018 105050.80831393792
270341486 7.437750742633903 1.085 0.2 187419.9583303611 3747248.13831769 185362.0483544632 188538.21884556633 91326.43046546441
51991595 0.4581084997969562 0.27 0.05 87827.61940470657 3719670.355111746 88320.42400615316 87359.0979285491 5288.552917347475
308991822 8.226095233487143 3.77 0.13 196277.76389900505 3716860.0078196614 194357.0275280812 198306.40680762116 146312.22474198983
394632742 0.729673557046988 0.245 0.2 61051.781167808454 3705363.775089895 59441.6075149329 62761.94557236499 90868.85393401279
92751438 21.371681900801683 18.0925 0.085 468045.91163269273 3679076.277547801 468045.9116326928 0.0 253738.77446976095
